Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name
Charming 2 bedroom upper floor apartment,2000.0,"Halifax, NS B3N 1H3",2024-02-03T20:11:47.000Z,26 days ago,Apartment,2,1.0,,Not Included,2,1 Year,No,625,No,,Yes,"Yard,Balcony",No,Bicycle Parking,Owner,
Apartment for rent ,,"Pleasant St, Dartmouth, NS, B2Y4G8",2024-02-04T01:36:34.000Z,26 days ago,Apartment,3,1.0,"Heat,Water",Not Included,0,1 Year,Limited,100,No,"Laundry (In Unit),Laundry (In Building)",No,,No,,Owner,
Place for rent,250.0,"South Park Street, Halifax, NS",2024-02-04T02:39:28.000Z,26 days ago,Apartment,2,1.0,Water,Not Included,0,Month-to-month,Limited,100,No,"Laundry (In Building),Fridge / Freezer",Yes,,Outdoors only,,Owner,
Looking for a 1 bedroom apartment ,1000.0,"NS-4, Sydney, NS, B0J1P0",2024-02-04T13:39:06.000Z,25 days ago,Apartment,1,1.0,,Not Included,1,Month-to-month,Yes,800,Yes,,Yes,,No,,Owner,
Mature female looking for apt/private space to rent longterm HRM,,"Barrington St, Halifax, B3J 2A4",2024-02-04T15:18:15.000Z,25 days ago,Apartment,1,1.0,,Not Included,0,Month-to-month,Yes,500,No,,Yes,,No,,Owner,
50+ Building | Modern and Bright | 2 BED + DEN,2195.0,"Appaloosa Run, Upper Hammonds Plains, NS",2024-02-04T19:06:58.000Z,25 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,400",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
Cozy Bachelor Apartment in the Heart of Halifax - 1266 Queen Str,1375.0,"Queen St, Halifax, NS B3J 2H4",2024-02-04T20:04:13.000Z,25 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",,0,Month-to-month,Limited,300,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,,No,Storage Space,Owner,
2 Bedroom + 2 Bath Apartment for Rent,1900.0,"111 Drysdale Rd, Halifax, B3R 1J9",2024-02-04T21:05:36.000Z,25 days ago,Apartment,2,2.0,,Not Included,1,1 Year,Yes,"9,999",No,,Yes,,No,,Owner,
3 Bedroom/2 Bathroom Apartment,2550.0,"Frederick Avenue, Halifax, NS",2024-02-04T23:10:45.000Z,25 days ago,Apartment,3,2.0,Water,Not Included,1,1 Year,No,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,,Owner,
1 Bedroom/1 Bathroom Apartment,1650.0,"Frederick Avenue, Halifax, NS",2024-02-04T23:20:19.000Z,25 days ago,Apartment,1,1.0,Water,Not Included,1,1 Year,No,700,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Owner,
Apartment Sublet May-August,1200.0,"Robie Street, Halifax, NS",2024-02-04T23:47:39.000Z,25 days ago,House,5+,3.0,"Hydro,Heat,Water",,0,1 Year,No,"1,200",Yes,Laundry (In Unit),Yes,"Yard,Balcony",Outdoors only,,Owner,
Fantastic 1 bedroom on the Dartmouth Waterfront- Available NOW!,1695.0,"251 Windmill Road, Dartmouth, NS, B3K 4C1",2024-02-05T00:07:43.000Z,25 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,
1 bedroom 1 bath. Great location. Nice neighborhood,1890.0,"Halifax, NS B3H 2Y3",2024-02-05T16:51:00.000Z,24 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,660,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,"24 Hour Security,Elevator in Building",Owner,
3 Bed + Den Ocean View Apartment: The Look Off,3300.0,"644 Bedford Highway, Halifax, NS",2024-02-05T17:23:26.000Z,24 days ago,Apartment,3 + Den,2.0,"Heat,Water",Not Included,1,Month-to-month,Limited,"1,574",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Gym,Professional,
1 BED 1 BATH AVAILABLE FOR April 1ST,1900.0,"570 Midnight Run, Middle Sackville, NS, B4E 0R2",2024-02-05T21:24:01.000Z,24 days ago,Apartment,1,1.0,Water,Not Included,2,1 Year,Yes,800,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Professional,www.splitrockproperties.ca
Basement unit : 2BHK for rent -Fairview,2200.0,"Rosedale Ave, Halifax, B3N 2J9","January 26, 2024 5:16 AM",,Basement,2,3.0,,Not Included,1,1 Year,No,700,Yes,,Yes,,No,,Owner,
1 bedroom dog friendly Fletchers lake ,1850.0,"3719 NS-2, Fletchers Lake, NS B2T 1J3","January 26, 2024 3:16 PM",,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Yes,745,No,Laundry (In Building),No,Balcony,Outdoors only,Bicycle Parking,Owner,
Rent available from Feb 1,,"Dartmouth, NS B2V 1H6",,,Basement,1 + Den,1.0,Heat,,1,Month-to-month,No,"2,000",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,Yard,No,,Owner,
Summer-time Rental 1 bedroom unit sublet,1900.0,"5510 Falkland St, Halifax, NS B3K 1A3",,,Apartment,1,1.0,"Heat,Water",,0,Month-to-month,Limited,550,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Bicycle Parking,Elevator in Building",Owner,
4 Bedroom House Bedford,3000.0,"Bedford, NS B4A 1E4","January 27, 2024 3:23 PM",,Apartment,4,2.0,Water,Not Included,3+,1 Year,Limited,"2,000",No,"Laundry (In Unit),Fridge / Freezer",Yes,Yard,No,,Owner,
 Apartment for rent ,1600.0,"32 Tamarack Dr, Halifax, NS B3N 3G9","January 27, 2024 7:44 PM",,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Limited,700,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Owner,
Apartment Rental,1600.0,"Agricola St, Halifax, B3K 4C7","January 28, 2024 4:26 AM",,Apartment,2,1.0,,Not Included,1,1 Year,Yes,600,No,,No,,No,,Owner,
Private Room in 2bdr 2bath for Feb 15th or March 1st,1250.0,"5426 Portland Pl, Halifax, NS B3K 1A1","January 28, 2024 1:14 PM",,Apartment,2,2.0,,Not Included,0,1 Year,No,919,No,,Yes,,No,,Owner,
LOVE THIS  2 BEDROOM CLOSE TO UNIVERSITIES,3603.0,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3","January 28, 2024 10:01 PM",,Apartment,2,2.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Yes,"Gym,Concierge,24 Hour Security",Professional,paramount-universalgroup.securecafe.com
1 bedroom for sublet May 1st-September 1st,950.0,"Chebucto Road, Halifax, NS",2024-01-29T15:27:12.000Z,about a month ago,House,1,1.0,"Hydro,Heat,Water",,1,Month-to-month,No,132,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,,Owner,
1 bedroom apartment with underground parking ,1795.0,"52 Supreme Ct, Halifax, NS B3N 2L4",2024-01-29T16:47:46.000Z,about a month ago,Apartment,1,1.0,,Not Included,1,1 Year,Limited,"1,200",No,,Yes,,Outdoors only,,Owner,
Furnished rental in Herring Cove. $1350 a month all include,1350.0,"Herring Cove, NS B3V 1H8",2024-01-29T17:46:45.000Z,about a month ago,Apartment,1,1.0,"Hydro,Heat,Water",,1,Month-to-month,No,800,Yes,Fridge / Freezer,No,Balcony,No,Storage Space,Owner,
Lower level house for rent,1700.0,"Herring Cove, NS B3R",2024-01-29T19:13:45.000Z,about a month ago,Apartment,2,1.0,"Hydro,Heat,Water",Not Included,1,Month-to-month,No,800,No,Laundry (In Unit),No,Yard,Yes,,Owner,
"2 Beds, 1 Bath Apartment in Clayton Park",2300.0,"Kearney Lake Road, Halifax, NS",2024-01-30T01:55:32.000Z,about a month ago,Condo,2,1.0,,Not Included,1,1 Year,Limited,920,No,Laundry (In Unit),No,,Outdoors only,"Pool,Elevator in Building",Owner,
1173 WELLINGTON ST. - ONE BEDROOM APARTMENT,1850.0,"1173 Wellington Street, Halifax, NS",2024-01-30T13:01:49.000Z,about a month ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,600,No,Laundry (In Building),No,,No,"Bicycle Parking,Storage Space",Owner,
4 Bedroom on Quinpool close to Atlantica Hotel,3100.0,"Halifax, NS B3L 1A1",2024-01-30T19:04:22.000Z,30 days ago,Apartment,4,2.0,"Hydro,Heat,Water",Not Included,0,1 Year,No,1,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Owner,
"One Bedroom, Lower Sackville, Kaye Street",1350.0,"Lower Sackville, NS B4C 1N2","January 13, 2024 3:29 PM",,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,766,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,
Bachelor Apartment for Rent (furnished),875.0,"Dartmouth, NS B2Y 2C4","January 13, 2024 4:22 PM",,Apartment,Bachelor/Studio,1.0,Water,Not Included,1,Month-to-month,No,700,Yes,Fridge / Freezer,No,Yard,Outdoors only,,Owner,
Mom of 4 looking for a 2 or 3 bedroom ,1800.0,"Cole Harbour Rd, Cole Harbour, NS, B2W 6J9","January 14, 2024 12:41 PM",,Apartment,2 + Den,1.5,,Not Included,1,1 Year,Limited,400,No,,Yes,,No,,Owner,
2 bedroom 2  bathroom with parking ,2400.0,"Trunk 2, East Hants, B2T 1C8","January 14, 2024 2:16 PM",,Apartment,2,2.0,,Not Included,1,1 Year,Yes,"1,200",No,,Yes,,No,,Owner,
Luxury North-End Furnished One Bedroom,2950.0,"2254 Sequoia Lane, Halifax, NS","January 14, 2024 8:19 PM",,Apartment,1,1.0,"Hydro,Heat,Water",,1,Month-to-month,No,960,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Yard,No,,Owner,
Fully Furnished Bachelor Suite Long Term Rental,1350.0,"55 Dahlia Street, Dartmouth, NS","January 14, 2024 8:28 PM",,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",,0,1 Year,No,980,Yes,Laundry (In Building),No,,Outdoors only,"Gym,Elevator in Building",Owner,
1 Bedroom Available for February 1st 2024,1200.0,"Halifax, NS B3K","January 15, 2024 3:40 AM",,Apartment,2,1.0,,Not Included,1,1 Year,Yes,730,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,
Looking for a Private Room (couple),,"Dartmouth Rd, Bedford, NS B4A","January 15, 2024 3:07 PM",,Basement,1,1.0,,Not Included,1,Month-to-month,No,1,Yes,,Yes,,No,,Owner,
1101 Cole Harbour Rd - 1 bed 1 bath -new build - Heat & hw inc,1775.0,"1101 Cole Harbour Road, Dartmouth, NS","January 15, 2024 4:19 PM",,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,772,No,Laundry (In Unit),No,"Yard,Balcony",No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
2 bedroom apartment,1790.0,"Lower Sackville, NS B4C 4C1","January 16, 2024 1:47 AM",,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,No,9,No,Laundry (In Building),No,Balcony,Outdoors only,,Owner,
Apartment for rent,1470.0,"Halifax, NS B3H 2W3","January 16, 2024 9:56 AM",,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",Not Included,0,1 Year,Limited,12,No,"Laundry (In Building),Fridge / Freezer",Yes,,Outdoors only,"Gym,Storage Space,Elevator in Building",Owner,
Family of 4 looking for a rental unit,,"Beechville, NS B3T 2J3","January 16, 2024 6:22 PM",,Apartment,2 + Den,1.0,"Heat,Water",Not Included,1,1 Year,Yes,"1,000",No,,No,,No,,Owner,
Rental Apartments ,2515.0,"Windmill Rd, Dartmouth, NS, B3B 1B7","January 16, 2024 11:20 PM",,Apartment,2 + Den,2.0,,Not Included,1,1 Year,Limited,"1,610",No,,Yes,,No,,Owner,
den space for rent,650.0,"Brunswick St, Halifax, NS, B3K 2Z1","January 18, 2024 3:21 PM",,Apartment,2 + Den,1.0,,Not Included,0,Month-to-month,Yes,650,No,,Yes,,Outdoors only,,Owner,
2 bedroom 2 bath apartment from 1st February ,2650.0,"3051 Isleville St, Halifax, B3K 1X7","January 18, 2024 10:32 PM",,Apartment,2,2.0,Water,,1,1 Year,Yes,"1,500",Yes,Laundry (In Unit),Yes,Balcony,Outdoors only,"Gym,Storage Space,Elevator in Building",Owner,
Large 1 Bedroom 1st Floor Apartment on the Halifax Common,2400.0,"2075 North Park Street, Halifax, NS","January 18, 2024 11:38 PM",,Apartment,2,1.0,Water,,1,Month-to-month,Limited,850,No,Fridge / Freezer,Yes,Balcony,Outdoors only,,Owner,
"South End Halifax, 3 beds 1 bath, near SMU.",950.0,"South Park St, Halifax, NS B3H 2W4","January 2, 2024 6:31 AM",,Apartment,3,1.0,"Hydro,Heat,Water",,3+,Month-to-month,No,861,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,Bicycle Parking,Owner,
The Lookoff Bedford Basin,3950.0,"644 Bedford Hwy, Halifax, NS B3M 0R3","January 2, 2024 4:44 PM",,Apartment,3 + Den,2.0,"Hydro,Heat,Water",Not Included,1,1 Year,No,"1,578",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Outdoor Parking spot near hospital / universities ,135.0,"5831 Inglis St, Halifax, NS B3H 4M9",,,Apartment,1,1.0,,Not Included,1,1 Year,Yes,"1,000",No,,No,,No,,Owner,
Looking for a home,2400.0,"167 Parkland Dr, Halifax, B3S 1J1","January 3, 2024 5:06 PM",,Apartment,3,1.0,,Not Included,1,Month-to-month,No,150,No,,No,,Outdoors only,,Owner,
Downtown 1 Bed 1 Bath LEASE TAKEOVER,1975.0,"1619 Market St, Halifax, NS B3J 2C9","January 4, 2024 2:23 PM",,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,No,675,No,,Yes,,No,,Owner,
Richmond Yards // Stunning Two Bedroom Apartments,2655.0,"2735 Clifton Street, Halifax, NS","January 5, 2024 6:39 PM",,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,No,950,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Luxury Apartment for Rent,3500.0,"Brenton Street, Halifax, NS","January 5, 2024 7:11 PM",,Condo,1,1.0,"Hydro,Heat,Water",,1,Month-to-month,Limited,"1,400",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Concierge,24 Hour Security,Elevator in Building",Owner,
"1 bedroom, 1 bath Furnished $1800 Thornhill Subdivision",1800.0,"Tartan Avenue, Halifax, NS",,,Basement,1,1.0,Water,,2,1 Year,Limited,875,Yes,Laundry (In Building),Yes,Yard,Outdoors only,,Owner,
"taking my One bedroom unit with grocery store,",1500.0,"Chebucto Road, Halifax, NS","January 6, 2024 11:02 PM",,Apartment,1,1.0,,Not Included,1,1 Year,No,600,No,,No,,Outdoors only,,Owner,
Furnished studio apartment available immediately ,1600.0,"Duffus St, Halifax, B3K 2R4","January 8, 2024 12:18 PM",,Apartment,Bachelor/Studio,1.0,,Not Included,0,1 Year,No,800,Yes,,Yes,,No,,Owner,
Looking for 1 or 2 bedroom apartment close to Dalhousie ,1800.0,"Robie St, Halifax, B3H 3G1","January 8, 2024 10:38 PM",,Apartment,2,1.0,,Not Included,1,Month-to-month,Limited,350,No,,No,,No,,Owner,
Quiet and peaceful place for rent,,"Willowdale Drive, Musquodoboit Harbour, NS","January 9, 2024 12:39 AM",,Duplex/Triplex,2,1.0,"Hydro,Heat",,1,1 Year,Limited,"1,000",No,"Laundry (In Unit),Fridge / Freezer",Yes,Yard,No,,Owner,
Bedroom available - Lakefront apartment,900.0,"East Lawrencetown, NS, B2Z 1N7","January 9, 2024 10:41 PM",,Apartment,1,1.0,,Not Included,1,Month-to-month,No,900,No,,Yes,,No,,Owner,
2 Bedroom Lakefront House/ Apartment,3200.0,"Dartmouth, NS B3A 2L8","January 10, 2024 12:43 AM",,House,2,1.0,Water,Not Included,1,1 Year,No,860,No,Laundry (In Unit),No,Yard,No,,Owner,
Apartment for rent ,1600.0,"Halifax, NS, B3H 3M5","January 11, 2024 4:32 AM",,Apartment,Bachelor/Studio,1.0,,Not Included,1,Month-to-month,No,300,No,,Yes,,No,,Owner,
Looking for female roommate,850.0,"Lawrence Street, Dartmouth, NS","January 11, 2024 6:46 PM",,Apartment,2,1.0,"Hydro,Heat,Water",,0,1 Year,Limited,"12,345",No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Owner,
** Sorry Rented** One Bedroom Apartment - Clayton Park,1450.0,"Halifax, NS B3M 4L5","January 12, 2024 3:52 PM",,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,800,No,Laundry (In Unit),No,Balcony,Yes,,Owner,
2 Bedroom Apartment,2395.0,"Kearney Lake Rd, Halifax, NS, B3M 3H7","January 19, 2024 2:50 PM",,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,900,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Owner,
The Nines at Brunello,4390.0,"Brunello Boulevard, Timberlea, NS","January 19, 2024 5:58 PM",,Apartment,2 + Den,2.0,Water,Not Included,1,1 Year,Yes,"2,030",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,
The Nines at Brunello,4700.0,"7 Brunello Boulevard, Timberlea, NS","January 19, 2024 6:20 PM",,Apartment,2 + Den,2.0,"Heat,Water",Not Included,1,1 Year,Yes,"2,030",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Apartments for rent - Homestead living,,"Wilson Rd, Upper Rawdon, NS B0N 2N0","January 19, 2024 10:18 PM",,Apartment,1,1.0,Water,,1,1 Year,Limited,700,No,Fridge / Freezer,No,"Yard,Balcony",Yes,"24 Hour Security,Bicycle Parking,Storage Space",Owner,
The Vuze - Studio - Water View Apartment for Rent,2100.0,"5633 Fenwick St, Halifax, NS, B3H 1R1","January 20, 2024 12:30 PM",,Apartment,Bachelor/Studio,1.0,"Heat,Water",Not Included,0,1 Year,Limited,500,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.templetonproperties.ca
Bedroom sublet Available Feb 1 in 3 Bedroom Unit on Quinpool RD,990.0,"Quinpool Road, Halifax, NS","January 20, 2024 5:35 PM",,Apartment,1,1.0,"Hydro,Heat,Water",,0,Month-to-month,No,122,Yes,Laundry (In Unit),No,Balcony,No,,Owner,
2 Beds 1 Bath - Apartment,3300.0,"Shirley St, Halifax, NS B3H","January 20, 2024 6:56 PM",,Duplex/Triplex,2,1.0,,Not Included,1,1 Year,No,12,Yes,,Yes,,No,,Owner,
Furnished 2 Bdrm DT Dartmouth Monthly,2260.0,"Thistle Street, Dartmouth, NS","January 20, 2024 9:35 PM",,Apartment,2,1.0,"Hydro,Heat,Water",,2,Month-to-month,Yes,600,Yes,"Laundry (In Unit),Fridge / Freezer",No,Balcony,Outdoors only,,Owner,
"Apartments for Rent, West Bedford, NS",,"Bedford, NS B4B 1A1","January 21, 2024 6:39 PM",,Apartment,2 + Den,2.0,Water,Not Included,1,Month-to-month,Yes,"1,505",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Looking for 1-2 bedroom apartment,,"6299 South St, Halifax, NS B3H 4J1","January 21, 2024 8:19 PM",,Apartment,1 + Den,1.0,,Not Included,1,1 Year,No,500,No,,No,,No,,Owner,
3 Bdrm Apartment (steps from Chocolate Lake),3000.0,"4 Melwood Ave, Halifax, NS B3N 1E3, Canada","January 22, 2024 4:14 AM",,Duplex/Triplex,3,1.0,"Hydro,Heat,Water",Not Included,2,1 Year,Limited,"1,000",No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Owner,
2 Bedroom plus den at The Residences at Queen's Marque.,4990.0,"1715 Lower Water Street, Halifax, NS","January 22, 2024 8:02 PM",,Apartment,2 + Den,2.5,"Heat,Water",,0,1 Year,Yes,"1,350",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Pool,Concierge,24 Hour Security,Bicycle Parking,Elevator in Building",Owner,
One bedroom sublet (in a 2 bedroom + office apartment),1000.0,"Halifax, NS B3L 1Y4","January 22, 2024 11:22 PM",,Apartment,2 + Den,1.0,Water,Not Included,1,Month-to-month,Yes,"1,000",No,Laundry (In Unit),No,,Outdoors only,"Bicycle Parking,Storage Space",Owner,
3 Bedroom apartment for rent,2310.0,"B4E, Canada","January 23, 2024 4:04 PM",,Apartment,3,2.0,"Heat,Water",Not Included,1,1 Year,Limited,"1,280",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,,Owner,
"Beautiful open concept, bright apartment available for rent",2250.0,"Alabaster Way, Halifax, NS","January 23, 2024 4:47 PM",,Apartment,2,1.0,Water,Not Included,1,1 Year,Limited,"1,150",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,
1 Bedroom 1 Bath Lease Take-Over: Starting March 1st till Sept.1,2295.0,"Quinpool Rd, Halifax, NS, Canada","January 23, 2024 7:53 PM",,Condo,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,700,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Storage Space,Elevator in Building",Owner,
Apartment for rent. Brand new building in downtown,2450.0,"Roberts Street, Halifax, NS","January 23, 2024 9:17 PM",,Apartment,2,1.0,,Not Included,0,1 Year,Limited,750,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Beautiful 1bed 1bath apartment  everything included!!,1875.0,"Halifax, NS B3M","January 23, 2024 9:33 PM",,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,650,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,No,,Owner,
Brand new 1 bedroom 1 bathroom apartment ,2000.0,"Morris St, Halifax, NS B3J 1C4","January 23, 2024 10:23 PM",,Apartment,1 + Den,1.0,"Hydro,Heat,Water",Not Included,0,1 Year,No,500,No,"Dishwasher,Fridge / Freezer",No,,No,,Owner,
Large 3 bedroom flat for rent,1950.0,"145 Conrod Settlement Rd, Head of Chezzetcook, NS B0J 1N0","January 24, 2024 7:54 PM",,Apartment,3,1.0,,Not Included,2,Month-to-month,Limited,"1,700",No,,No,,Outdoors only,,Owner,
2 bed 2 bath Apartment Feb 15th or March 1st - Lease takeover,2500.0,"5426 Portland Pl, Halifax, NS B3K 1A1","January 24, 2024 8:30 PM",,Apartment,2,2.0,,Not Included,0,1 Year,No,919,No,,Yes,,No,,Owner,
Looking for 1 or 2 bedroom for July 2024,,"2710 Agricola St, Halifax, NS B3K 5C8","January 24, 2024 8:38 PM",,Apartment,1,1.0,,Not Included,0,1 Year,Yes,"1,000",No,,Yes,,No,,Owner,
Room for rent,,"Spencer Ave, Halifax, NS B3R","January 25, 2024 3:10 AM",,Apartment,1,1.0,,Not Included,1,Month-to-month,No,500,Yes,,Yes,,Yes,,Owner,
3 Bed 1 Bath in Central Halifax,2800.0,"Convoy Ave, Halifax, NS B3N",2024-01-30T22:05:13.000Z,30 days ago,Apartment,3,1.0,Water,Not Included,2,1 Year,No,"1,100",No,Laundry (In Building),No,"Yard,Balcony",Outdoors only,,Owner,
"Ocean Brook Apartments - 1 Bdrm available at 40 Charlotte Lane, ",1970.0,"40 Charlotte Lane, Halifax, NS, B3M 4M2",2024-01-31T00:08:32.000Z,30 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,900,No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca
"Spring Garden - 2 Bdrm available at 5770 Spring Garden Road, Hal",2630.0,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",2024-01-31T00:08:33.000Z,30 days ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Yes,"1,005",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
4 1/2 apartment for rent /appartement à louer,1595.0,"Lucasville, NS H0H0H0, Canada","January 22, 2024 6:34 AM",,Duplex/Triplex,2,1.0,,Not Included,2,1 Year,Limited,"1,100",No,,No,"Yard,Balcony",Outdoors only,,Owner,
"Ocean Brook Apartments - 2 Bdrm available at 40 Charlotte Lane, ",2295.0,"40 Charlotte Lane, Halifax, NS, B3M 4M2",2024-01-31T00:08:33.000Z,30 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,470",No,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca
"Stonecrest Village - 1 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",1895.0,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",2024-01-31T00:08:33.000Z,30 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,780,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space",Professional,www.capreit.ca
Bachelor Apartment Lower Sackville,1000.0,"Smokey Drive, Lower Sackville, NS",2024-01-31T00:39:35.000Z,30 days ago,Basement,Bachelor/Studio,1.0,"Hydro,Heat,Water",,1,1 Year,Limited,500,No,"Laundry (In Unit),Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,,Owner,
Luxury Condo Apartment for Rent @Halifax downtown,4100.0,"Brunswick Street, Halifax, NS",2024-01-31T14:30:30.000Z,29 days ago,Condo,3,1.5,Water,Not Included,1,Month-to-month,No,"2,500",Yes,Laundry (In Unit),No,Balcony,Outdoors only,,Owner,
South end 1 br &amp; Den,1675.0,"South Street, Halifax, NS",2024-01-31T16:45:20.000Z,29 days ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,Limited,600,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Owner,
Unit for rental,2200.0,"Morris St, Halifax, NS B3J 1C4",2024-01-31T22:45:51.000Z,29 days ago,Apartment,1 + Den,1.0,,Not Included,0,1 Year,Yes,"1,000",No,,No,,No,,Owner,
Two Bedroom &amp; One Bathroom Basement suit,2000.0,"Hammonds Plains, NS B4B 0E7",2024-02-01T03:07:22.000Z,29 days ago,Basement,2,1.0,"Hydro,Heat,Water",,1,Month-to-month,No,"1,400",Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,Outdoors only,,Owner,
